3 3 0 2
28 1 100
47 8 24
5 16 54
14 5 60
35 42 18
18 7 79
15 7 84
36 23 12
9 11 73
14 25 64
37 4 15
28 20 45
21 19 96
21 39 15
30 4 15
31 36 88
29 0 94
6 15 91
34 49 69
12 35 63
15 1 66
8 19 96
46 34 74
39 1 76
31 16 18
1 49 36
37 28 11
4 35 60
28 23 28
33 13 38
44 18 49
28 24 25
22 42 43
39 23 70
26 0 6
43 13 14
28 19 60
8 9 1
30 33 30
30 44 63
26 11 7
47 17 94
6 0 53
47 19 37
9 23 75
28 31 70
48 19 39
41 0 49
45 4 95
44 40 47
22 28 85
0 31 66
44 9 97
39 45 94
21 40 11
19 14 6
32 45 58
7 44 98
22 7 48
37 1 42
42 13 73
5 3 76
41 33 71
5 15 87
45 7 17
45 29 19
4 10 82
29 38 71
38 4 64
41 10 78
35 43 42
16 24 4
28 4 57
16 11 21
6 12 56
14 9 28
41 16 31
40 25 45
29 40 19
49 41 52
2 33 27
28 36 63
32 25 85
43 8 52
30 25 35
10 25 50
1 16 70
8 18 91
30 13 46
28 2 46
23 31 81
26 12 26
3 43 94
6 10 36
43 25 25
32 21 25
43 32 25
30 35 36
1 22 69
2 6 73
26 4 58
10 48 35
10 38 16
29 21 33
10 12 33
16 43 89
24 42 87
1 24 29
45 2 71
41 24 19
12 3 47
6 31 84
28 39 77
32 42 82
13 26 14
1 38 98
4 20 28
27 9 28
47 49 61
25 46 35
48 3 80
46 3 59
15 25 10
41 3 71
40 9 11
41 44 3
11 34 45
7 38 48
29 12 39
2 9 41
47 42 46
16 48 55
38 14 95
44 16 4
13 36 90
41 23 3
27 32 5
20 39 92
48 7 43
37 18 47
35 31 16
11 36 26
47 10 40
45 36 22
8 44 78
29 6 77
25 26 60
2 12 71
27 19 84
33 3 22
45 13 100
32 31 12
5 4 68
21 26 71
43 0 33
39 35 55
6 48 6
24 39 8
25 13 28
32 1 15
46 1 61
15 8 27
40 48 100
16 17 51
14 4 62
12 42 44
17 30 17
8 2 90
41 31 67
44 5 1
47 26 22
18 41 21
0 13 92
43 12 47
33 46 51
26 17 3
24 13 19
21 23 85
43 27 9
18 34 98
3 36 71
40 33 34
17 6 73
38 8 49
30 29 10
34 27 95
42 14 30
12 36 53
27 15 36
47 3 29
27 6 2
39 30 13
0 40 10
9 32 85
13 39 60
16 42 64
20 10 63
12 27 96
44 49 43
20 32 49
41 11 77
10 18 1
27 2 86
32 10 18
17 19 3
14 12 33
23 34 39
11 43 83
42 43 54
0 23 20
6 1 24
11 5 80
42 15 9
19 29 79
31 33 39
8 14 55
4 29 8
18 29 6
0 4 11
4 2 33
49 15 11
3 13 73
43 41 26
29 26 94
19 12 38
46 40 59
8 4 56
46 42 34
31 34 79
42 30 100
41 6 24
47 43 97
21 8 35
11 32 67
20 38 65
13 7 73
21 20 72
1 26 60
18 1 36
25 2 61
34 7 50
2 21 73
16 27 32
25 44 28
20 35 5
34 22 47
3 37 25
5 29 35
14 46 16
49 37 4
38 28 69
21 36 62
26 40 95
45 27 22
19 33 33
40 2 42
20 5 91
27 29 88
8 37 41
15 9 16
9 41 40
28 34 30
5 35 56
11 46 17
2 11 18
6 11 21
22 0 85
43 21 98
2 38 32
2 46 26
39 2 60
49 8 36
19 30 7
30 1 27
45 31 71
36 35 80
13 14 44
11 10 2
38 25 78
0 47 86
12 4 12
23 33 74
49 22 92
6 40 54
32 49 73
31 11 10
49 29 39
9 48 50
33 47 4
49 4 71
46 39 2
35 23 47
25 27 60
6 18 22
38 41 84
12 22 46
25 28 39
2 24 48
28 9 76
21 16 35
28 43 6
19 0 65
3 26 76
8 17 8
12 9 7
14 32 42
33 45 71
39 14 72
41 37 90
30 41 86
10 0 89
20 44 39
20 33 20
23 48 96
27 49 43
16 36 40
49 12 46
48 17 28
16 2 11
3 8 55
45 46 65
0 35 40
47 15 84
40 22 98
18 46 74
2 13 61
0 5 58
23 8 80
24 18 17
8 29 99
23 44 70
40 37 41
11 23 80
18 13 90
11 37 65
18 47 8
7 3 7
37 43 67
27 30 50
32 38 81
46 49 59
22 37 55
42 2 27
27 8 80
3 0 85
11 27 94
33 1 15
18 36 38
8 13 72
15 19 39
22 24 76
33 17 74
5 7 69
37 24 43
19 3 80
3 22 77
35 25 21
25 31 91
38 19 19
6 37 75
29 17 33
4 27 48
5 39 32
14 30 46
38 46 8
6 13 99
43 18 50
49 21 100
1 19 30
29 41 81
38 36 97
48 29 73
47 34 84
48 24 47
5 9 16
36 49 75
31 42 32
7 12 71
37 32 89
19 34 22
5 21 41
11 48 25
37 15 16
13 16 23
32 17 61
35 1 55
45 14 40
36 15 14
19 23 55
1 2 18
32 4 29
25 3 96
15 29 47
22 39 16
25 12 42
10 5 34
16 18 86
42 5 99
4 22 87
36 44 63
43 17 6
19 43 38
4 19 7
50 662 1 36
31 47 28
34 13 45
21 30 8
2 19 29
12 9 5
1 31 32
9 29 23
6 5 1
29 24 28
12 10 50
38 11 4
5 6 46
6 6 10
13 22 48
13 17 24
59 29 49
28 53 48
12 57 42
37 29 25
25 7 29
36 53 53
5 16 6
18 4 19
14 45 5
4 4 2
48 17 12
24 6 30
55 18 35
56 7 57
58 1 8
47 52 60
14 34 35
13 51 32
45 6 60
35 42 17
20 42 42
33 25 10
17 49 24
41 50 44
55 37 39
32 18 40
15 38 12
27 36 14
56 32 56
40 48 27
19 2 17
45 40 6
37 8 21
20 50 3
49 2 56
33 0 43
19 20 2
44 10 78
15 13 47
36 47 7
16 7 71
32 19 58
27 34 9
19 6 56
37 0 61
28 34 39
41 15 66
39 47 30
8 3 36
27 3 93
6 15 14
39 25 30
17 4 59
17 42 54
41 20 89
28 21 70
13 32 65
48 32 64
3 45 2
2 19 82
24 40 5
7 47 33
29 23 34
47 44 99
15 23 91
36 5 8
17 16 71
28 44 19
41 1 77
16 20 85
18 3 7
40 23 41
9 18 34
14 31 48
2 13 8
34 21 51
49 48 97
9 3 50
18 20 65
19 28 2
25 11 56
9 47 46
41 13 54
23 8 96
8 20 45
24 6 59
3 26 44
29 13 51
1 5 19
45 24 97
36 41 84
12 6 23
19 34 23
32 22 18
19 30 30
42 14 32
3 14 99
42 31 30
41 8 63
39 44 67
27 25 69
39 41 19
38 40 82
40 12 84
8 11 63
26 6 42
25 44 90
5 20 87
40 43 71
41 7 80
35 44 75
26 39 51
3 5 41
2 31 59
7 3 27
34 1 2
27 38 17
18 41 68
13 26 15
26 8 24
16 29 37
23 39 72
5 9 78
48 31 47
29 40 66
48 0 95
12 11 18
3 17 49
23 2 58
46 41 93
21 5 68
1 17 53
39 43 36
45 34 87
17 46 7
49 2 89
7 10 4
27 0 89
5 32 47
8 9 60
5 11 11
33 25 9
0 13 53
19 49 15
45 8 95
21 45 34
18 47 13
3 19 23
44 11 96
24 22 41
26 19 49
2 40 42
16 43 40
11 9 11
16 24 54
37 46 57
17 27 68
47 15 19
18 11 52
38 43 76
6 13 37
5 29 29
45 1 7
26 32 23
24 35 84
37 19 14
36 6 98
22 39 8
6 33 10
0 9 23
6 31 55
9 7 78
17 6 23
11 23 68
39 21 22
14 1 26
48 12 13
4 9 50
27 18 91
18 13 14
20 6 82
33 18 34
31 41 36
29 7 38
40 48 98
48 46 17
42 18 20
33 3 6
17 2 18
22 7 52
29 20 55
15 24 78
22 48 86
25 19 81
7 11 38
25 10 94
1 8 99
38 10 78
49 9 17
4 31 85
12 39 48
44 34 84
7 1 3
39 7 81
18 7 57
16 3 6
30 21 95
12 29 42
49 41 84
45 19 89
8 46 51
16 35 65
18 16 3
15 32 44
11 6 42
5 19 40
30 6 58
24 28 17
17 15 79
24 27 25
0 36 24
21 10 94
42 29 91
0 22 80
15 0 48
7 30 63
29 3 59
21 6 16
38 46 84
33 5 96
8 0 27
30 4 92
42 45 65
9 17 10
11 42 57
3 1 36
10 28 95
42 12 36
6 7 31
12 5 87
17 11 64
46 30 94
11 45 48
24 34 57
23 46 18
1 49 38
12 33 40
39 0 59
43 32 14
44 15 56
19 48 5
10 37 21
18 40 41
12 34 98
2 48 6
18 4 18
14 29 52
20 35 40
34 5 53
21 38 69
20 28 59
38 12 79
38 7 44
44 14 56
8 13 49
36 23 3
49 31 11
13 42 83
27 47 76
28 35 31
19 14 72
11 0 85
15 45 29
37 8 44
35 10 12
25 23 44
17 5 52
16 47 38
45 29 64
43 45 60
30 40 16
11 29 31
38 25 40
4 0 41
49 42 34
25 32 99
19 47 9
30 8 43
41 43 28
40 15 61
7 45 99
35 0 68
23 27 74
13 38 30
28 7 27
16 13 57
8 40 77
29 31 27
29 38 15
20 27 50
4 6 24
10 31 48
40 37 62
45 6 63
23 43 49
32 24 83
15 3 20
29 0 83
49 17 14
16 41 63
44 42 59
34 10 39
34 17 76
4 34 13
21 2 87
49 18 72
31 28 67
38 41 66
35 27 69
25 1 69
24 30 66
27 36 49
18 25 44
47 26 2
49 8 58
23 26 46
49 7 44
5 14 62
32 46 60
21 18 79
3 22 63
25 14 43
22 36 34
35 22 75
44 0 7
27 41 50
34 39 55
43 21 59
43 30 91
17 22 63
26 20 97
41 30 18
31 21 86
21 47 75
28 36 1
9 13 80
17 30 16
6 39 69
4 40 16
44 23 76
19 23 85
28 4 62
18 1 47
20 12 69
0 43 41
1 23 100
4 49 3
10 17 12
23 24 85
35 29 72
36 7 61
35 31 5
18 0 27
7 2 48
4 14 31
44 13 74
38 11 72
28 29 94
48 20 72
4 16 57
37 23 29
17 33 100
10 12 69
40 32 38
13 25 13
0 49 32
35 13 7
40 14 49
46 39 19
2 43 53
47 46 27
6 38 56
30 49 56
46 20 25
27 15 52
33 32 96
5 44 90
9 10 97
30 38 49
31 43 85
20 0 66
5 45 31
31 19 97
9 21 51
11 48 22
9 33 69
32 8 97
16 31 26
30 36 25
42 35 2
10 23 67
12 19 23
39 49 61
21 26 7
29 22 51
47 11 63
48 14 31
8 19 82
47 2 49
16 1 83
2 29 68
1 26 57
46 7 84
45 36 90
30 15 27
22 41 72
23 28 96
14 9 97
1 35 91
26 24 27
9 44 77
1 43 7
23 48 75
24 36 6
26 49 23
23 5 32
20 11 76
33 8 69
14 2 17
33 16 70
20 49 47
35 46 9
19 46 23
41 34 2
15 39 17
43 9 5
39 27 17
4 35 49
28 0 69
34 9 57
46 36 22
42 48 1
5 40 26
29 17 38
36 11 93
4 12 62
9 37 11
26 46 33
35 40 5
18 8 37
29 47 7
17 37 81
46 25 33
14 39 50
43 17 95
0 31 63
13 28 59
28 5 88
48 29 50
18 44 99
11 2 1
32 47 17
35 25 46
27 30 96
22 49 52
24 10 76
18 17 54
20 42 44
34 7 78
24 42 75
43 22 39
12 27 62
25 22 73
14 22 2
26 29 60
15 16 53
2 12 43
7 17 23
42 27 76
35 6 84
32 12 52
2 1 64
31 44 96
32 14 19
20 7 96
13 3 28
47 8 74
29 39 90
28 9 6
25 7 50
26 28 19
24 48 32
32 44 45
33 29 12
47 49 9
19 0 5
11 31 83
14 18 52
43 42 34
13 31 6
43 6 80
21 40 7
8 17 7
26 12 5
3 47 78
14 20 27
10 18 56
32 28 13
46 0 11
46 27 19
31 1 59
38 17 26
26 11 92
21 12 46
13 14 82
5 10 46
21 48 89
8 27 21
33 21 10
5 16 43
37 6 88
23 6 64
41 2 21
3 44 32
6 10 66
12 16 3
15 4 74
18 38 14
31 5 40
20 24 100
40 27 43
14 23 17
41 19 59
15 14 41
44 49 12
9 25 98
39 32 78
0 34 81
22 42 74
46 13 42
15 48 71
26 17 39
18 15 90
37 12 13
15 49 15
21 17 64
33 36 71
27 13 57
26 22 29
23 12 63
10 1 86
18 35 20
14 36 25
2 34 58
9 27 2
10 4 61
29 24 85
15 31 23
9 20 59
40 11 17
36 3 79
2 37 5
39 35 62
48 33 86
35 12 58
47 37 87
43 36 28
23 41 76
48 36 9
48 7 87
26 40 36
34 43 13
18 32 84
49 43 35
7 24 17
24 47 72
19 4 65
7 37 36
16 10 17
31 25 43
20 2 23
29 6 6
14 33 9
45 16 59
39 30 61
11 24 66
37 33 88
10 14 61
4 43 5
16 48 53
16 36 13
48 45 66
8 15 24
10 11 70
18 5 74
27 49 60
38 24 30
30 22 20
40 47 31
3 6 32
23 34 50
3 41 18
28 16 18
30 48 99
26 36 68
48 44 1
48 13 55
35 45 74
37 14 53
33 24 86
27 22 88
47 0 15
9 48 59
18 12 28
4 33 68
25 5 8
20 40 38
46 31 31
34 29 19
8 38 95
9 45 44
11 19 49
8 16 23
1 42 4
39 4 94
12 45 54
23 32 96
37 49 11
18 28 53
24 31 17
31 22 92
48 6 97
36 32 8
47 45 73
14 0 40
11 39 75
21 11 84
33 30 34
17 47 55
37 34 70
11 37 79
16 44 20
46 14 12
18 30 45
49 14 48
34 11 91
2 35 59
32 37 32
25 15 24
10 26 60
40 49 57
26 38 1
43 28 24
3 12 31
13 43 99
34 26 37
4 11 83
41 11 68
45 38 21
22 11 81
36 44 45
5 35 9
30 25 23
12 47 85
43 37 57
6 2 38
46 6 29
40 19 7
48 1 28
27 19 11
19 21 18
44 26 57
47 35 14
17 39 29
35 23 2
8 35 83
32 1 80
42 8 4
28 3 72
23 21 67
27 28 24
45 23 26
28 22 2
22 37 83
17 28 57
8 48 90
1 0 65
34 30 75
44 24 41
42 9 8
9 41 86
13 4 61
40 46 89
18 23 26
39 20 54
39 36 14
41 10 60
10 22 8 5
57 55 33
54 13 11
36 60 14
2 31 36
30 18 44
30 10 6
13 9 31
56 8 36
35 27 33
24 13 35
0 5 88
9 7 45
3 4 9
1 2 21
3 7 53
5 8 66
5 6 72
5 4 88
8 6 83
2 3 100
0 7 56
7 2 78
8 2 97
1 0 99
6 0 57
6 9 81
9 2 98
8 1 21
0 3 47
5 2 89
4 2 31
5 7 46
100 2457 12 57
44 51 33
40 12 18
33 51 41
5 19 33
34 24 28
49 9 7
7 53 45
54 37 28
50 19 55
31 20 1
54 25 47
38 55 18
46 2 29
7 14 27
56 11 55
45 16 17
31 7 3
38 38 22
28 39 1
46 53 20
38 3 4
1 21 33
10 41 27
23 53 22
24 38 32
40 51 25
17 57 49
27 50 30
6 41 29
27 30 46
23 22 28
29 12 54
10 9 10
35 44 21
20 15 58
55 50 56
9 7 42
36 53 37
57 46 26
43 59 23
45 25 58
13 15 36
35 57 57
34 28 55
19 4 19
15 59 54
30 31 21
51 48 27
46 14 14
23 25 56
28 15 54
41 36 53
14 3 21
5 40 32
3 5 15
1 21 25
37 38 4
9 4 6
18 30 19
5 7 3
32 9 38
16 45 48
3 34 57
22 42 27
2 42 43
1 9 2
11 30 22
1 8 30
45 7 50
20 38 56
31 44 14
25 13 18
34 58 54
9 1 13
49 38 50
10 28 23
60 54 45
37 31 53
27 10 45
46 33 2
5 37 38
20 51 45
54 20 17
9 37 32
42 21 14
51 5 38
46 16 21
2 7 27
44 55 31
9 7 19
6 3 13
13 21 49
60 47 25
19 45 55
12 8 14
17 39 9
47 35 57
18 31 60
36 35 41
38 38 36
26 32 63
28 67 81
73 97 29
42 5 42
22 69 57
82 33 8
97 14 63
91 52 17
26 62 37
68 45 69
11 32 76
22 55 69
69 21 30
22 59 96
1 60 4
78 36 45
29 56 52
74 10 78
50 87 13
57 51 3
54 11 47
50 35 83
63 42 81
54 42 48
82 97 98
69 26 52
83 73 37
47 81 89
93 66 33
8 39 11
88 73 69
10 98 11
62 17 28
19 10 27
51 36 51
62 99 24
37 77 77
77 32 49
92 10 44
76 85 6
74 52 30
14 63 95
30 21 39
74 87 7
66 74 64
29 67 44
51 87 90
53 13 85
22 13 76
12 27 72
68 31 49
82 27 55
2 81 64
48 81 45
33 27 76
82 18 38
64 76 92
9 1 18
67 30 64
32 6 58
96 92 43
51 23 28
72 8 97
15 70 18
71 39 10
34 33 47
2 80 7
59 69 67
42 7 28
98 60 19
96 63 38
96 29 8
4 32 43
66 33 60
1 23 31
84 17 3
71 51 45
81 36 56
47 69 76
6 55 44
44 88 17
74 50 80
3 40 94
5 48 33
34 91 99
37 95 85
46 97 23
64 32 35
17 80 24
37 17 49
53 35 66
63 60 48
26 64 29
14 29 10
66 71 21
30 97 87
10 58 31
72 10 81
80 24 2
26 47 87
58 27 64
18 72 89
46 14 13
90 59 36
41 86 97
93 44 10
16 24 26
96 16 5
72 83 32
49 76 24
69 9 94
64 57 77
75 32 81
37 91 52
24 70 47
39 91 54
50 29 99
42 70 82
87 90 11
30 6 62
43 3 59
26 21 67
59 84 45
7 85 45
88 84 61
11 85 92
57 13 16
77 60 98
2 6 48
70 23 95
35 51 65
14 3 4
78 81 51
22 27 18
46 6 74
8 64 79
85 51 3
70 51 17
72 15 26
25 71 40
56 65 16
29 43 80
71 63 29
43 69 85
88 23 86
86 43 10
85 56 71
97 24 60
10 33 67
97 68 70
33 39 28
33 65 4
47 50 56
55 66 6
32 39 67
0 1 14
39 58 65
66 14 42
73 68 66
41 81 68
83 60 96
29 80 23
75 60 99
26 2 41
50 46 76
25 82 1
11 36 13
95 93 15
46 27 30
82 15 25
57 75 24
74 30 38
68 98 51
8 63 14
71 74 52
86 25 20
18 2 35
72 16 87
52 16 56
68 44 50
81 44 26
59 56 10
81 34 50
66 58 36
63 55 39
32 13 46
94 90 48
23 28 20
38 51 52
41 77 23
55 14 9
79 44 92
75 97 56
52 15 63
45 28 13
47 8 29
68 36 27
75 22 91
64 48 69
24 23 42
68 10 33
79 23 28
94 96 24
54 43 95
54 40 16
8 75 12
91 41 6
74 68 58
21 76 66
31 89 25
4 48 4
49 50 17
76 95 93
42 34 12
87 1 4
12 89 51
45 10 3
64 21 12
38 19 2
47 51 87
30 40 48
84 74 19
21 19 81
6 39 4
75 96 59
48 46 39
76 38 6
96 0 18
99 65 29
29 8 65
19 96 51
28 65 35
55 92 9
25 7 89
79 47 35
4 79 34
70 81 37
89 10 36
39 92 69
38 98 60
63 12 54
73 91 56
49 74 63
79 54 68
19 95 76
52 56 27
83 44 31
64 16 82
81 21 49
14 83 93
81 13 19
47 63 40
13 88 79
56 87 10
27 5 22
45 12 5
65 37 57
71 40 86
14 70 5
86 65 24
52 85 17
73 32 91
43 83 28
43 51 69
84 98 7
26 49 39
56 26 74
77 31 85
65 92 100
98 9 88
36 76 14
80 7 63
49 40 4
84 86 38
15 36 64
4 56 88
29 68 45
14 23 65
68 6 83
27 32 30
15 78 33
38 81 97
29 30 18
7 3 56
74 59 43
84 1 52
59 24 36
82 16 60
56 94 70
67 11 43
31 15 89
62 65 86
81 55 82
31 62 19
73 8 1
42 39 49
73 59 20
15 89 46
33 79 33
3 69 62
71 8 67
29 75 12
7 54 27
18 93 62
60 40 15
85 60 69
7 34 58
19 69 82
28 88 65
52 0 58
65 80 70
60 13 51
31 75 25
54 19 16
20 27 41
29 7 29
72 51 15
24 69 80
28 20 20
60 68 21
75 87 22
30 94 4
95 69 52
27 15 42
40 61 32
58 53 26
36 89 88
53 37 21
59 2 82
27 88 90
67 90 81
31 97 21
63 69 13
92 47 33
81 49 81
8 14 33
1 81 98
80 89 51
92 31 96
14 73 8
43 44 83
69 11 31
93 0 41
74 85 79
34 40 53
97 18 85
73 40 1
82 79 12
44 0 62
93 58 85
49 13 83
3 71 44
69 53 57
71 95 97
97 57 22
26 1 52
94 46 70
74 92 42
90 0 87
83 49 47
14 39 68
11 26 8
40 13 11
98 99 47
46 64 33
23 78 62
12 90 38
46 80 30
93 69 92
62 28 9
43 5 97
4 86 43
50 56 55
90 57 41
31 18 12
1 93 62
23 45 39
74 25 52
95 46 14
91 1 48
7 43 73
40 77 10
66 39 18
24 22 76
69 44 91
97 44 17
3 30 67
96 68 95
28 83 36
23 8 80
26 78 75
36 66 46
98 94 15
39 51 83
93 24 16
18 62 71
36 74 23
72 34 53
8 99 71
64 3 44
5 63 89
79 41 97
1 39 47
34 64 95
66 54 60
74 40 32
90 85 35
86 37 19
36 86 35
99 33 58
66 82 73
65 3 46
21 29 99
38 15 84
35 70 80
81 77 100
49 20 79
4 85 47
29 88 55
52 41 76
98 13 94
30 43 90
42 79 92
69 56 17
87 55 3
43 60 94
2 35 21
26 38 80
94 73 100
93 32 39
28 60 95
21 85 62
41 67 84
83 6 28
77 46 39
45 48 67
74 43 30
6 48 21
18 32 36
40 5 76
53 98 16
60 61 32
17 38 31
56 10 33
69 2 79
73 39 62
18 60 85
1 3 62
37 18 94
99 1 50
3 16 29
46 75 1
50 80 7
46 54 32
87 92 21
5 14 71
95 66 29
6 51 46
48 70 38
81 24 47
98 31 92
46 56 72
11 93 69
90 17 91
81 3 10
99 20 1
72 68 62
20 67 40
91 76 47
10 81 86
96 53 20
11 74 98
5 29 95
57 32 27
45 70 57
86 40 29
19 82 4
22 1 26
76 89 72
46 12 23
47 94 25
34 82 97
90 95 59
55 48 61
23 66 58
30 47 5
28 31 90
20 92 54
25 48 25
61 47 70
44 36 43
22 21 80
65 98 21
49 68 61
56 73 68
25 5 46
10 15 53
65 44 10
44 59 45
6 59 71
74 91 13
92 75 60
91 72 10
31 59 84
78 6 2
7 53 15
54 22 34
82 48 74
37 47 93
55 27 15
80 82 1
76 99 7
27 30 63
85 27 26
84 70 24
16 95 5
89 44 47
26 12 36
37 7 18
21 95 73
64 93 57
28 8 79
40 8 48
1 10 22
55 34 13
46 47 12
55 51 3
92 21 47
94 52 49
27 7 60
72 87 72
5 87 61
91 62 8
45 8 96
54 52 57
28 82 71
91 92 23
36 31 95
54 88 86
51 15 49
47 10 54
64 73 3
32 49 97
35 44 40
43 22 31
64 86 37
66 30 26
23 29 2
88 9 19
47 55 89
13 45 56
71 21 34
18 79 77
93 2 54
55 69 93
52 78 40
16 92 39
30 60 3
78 29 38
78 97 56
88 21 83
17 91 65
93 57 39
48 32 11
53 31 100
5 4 26
87 32 34
2 63 43
30 92 98
16 30 98
25 58 2
56 44 73
76 40 65
85 54 79
57 27 92
44 49 45
9 84 65
58 90 48
84 99 48
2 31 9
64 87 34
61 52 74
21 46 46
1 4 11
91 14 37
58 94 86
79 68 41
45 46 51
79 98 32
82 42 24
33 81 17
94 43 80
38 57 67
80 26 22
56 5 59
27 59 87
40 85 93
77 27 67
54 61 25
89 49 57
74 69 68
50 37 64
23 12 27
71 38 45
75 28 23
12 14 43
36 22 26
12 92 88
41 69 57
98 59 50
7 96 30
94 54 35
75 16 86
98 22 58
83 58 17
54 81 49
30 22 45
59 14 15
42 77 10
50 8 34
4 90 67
81 5 96
9 93 44
20 24 7
28 93 70
51 68 66
70 52 35
63 34 83
65 14 2
9 43 50
33 92 81
5 77 53
79 36 86
58 97 17
82 38 28
41 7 49
38 28 29
93 96 88
55 68 86
91 83 3
42 22 12
73 78 36
4 40 79
46 35 42
23 76 10
35 21 8
74 47 81
46 53 71
27 18 9
52 96 35
9 2 51
95 42 93
36 73 47
88 62 11
63 74 27
89 72 94
90 27 96
77 23 81
64 94 16
82 56 79
72 39 39
95 12 68
67 66 4
33 72 18
36 98 15
57 42 63
96 84 97
32 52 31
62 71 13
71 96 49
68 78 41
78 40 5
34 41 50
77 78 8
8 83 47
34 66 21
41 99 84
62 27 61
96 26 93
60 10 54
8 42 36
56 49 30
77 58 30
53 92 4
66 96 92
